"idCliente","Nome","Tipo","Media de Alunos","Classificacao","idCidade"
"8215","CLI6315","Escola Fundamental","456","C","523"
"8216","CLI6316","Universidade Pública","335","C","533"
"8217","CLI6317","Escola Secundária","399","B","521"
"8218","CLI6318","Escola Fundamental","392","D","513"
"8219","CLI6319","Universidade Pública","342","D","505"
"8220","CLI6320","Escola Secundária","314","D","507"
"8221","CLI6321","Universidade Privada","384","D","520"
"8222","CLI6322","Universidade Pública","435","C","522"
"8223","CLI6323","Universidade Pública","406","D","500"
"8224","CLI6324","Escola Fundamental","328","B","531"
"8225","CLI6325","Universidade Privada","499","D","511"
"8226","CLI6326","Escola Fundamental","365","C","507"
"8227","CLI6327","Universidade Pública","369","D","500"
"8228","CLI6328","Universidade Privada","480","A","503"
"8229","CLI6329","Escola Secundária","421","D","521"
"8230","CLI6330","Escola Secundária","482","B","522"
"8231","CLI6331","Universidade Privada","388","C","528"
"8232","CLI6332","Escola Fundamental","406","D","500"
"8233","CLI6333","Universidade Pública","365","A","508"
"8234","CLI6334","Universidade Pública","498","A","509"
"8235","CLI6335","Escola Fundamental","457","B","518"
"8236","CLI6336","Escola Secundária","488","C","528"
"8237","CLI6337","Universidade Privada","410","B","504"
"8238","CLI6338","Escola Fundamental","432","B","500"
"8239","CLI6339","Universidade Privada","474","B","516"
"8240","CLI6340","Escola Secundária","331","C","509"
"8241","CLI6341","Escola Secundária","412","A","527"
"8242","CLI6342","Escola Secundária","348","A","519"
"8243","CLI6343","Universidade Pública","366","C","505"
"8244","CLI6344","Escola Secundária","451","A","512"
"8245","CLI6345","Escola Secundária","427","A","527"
"8246","CLI6346","Escola Secundária","424","A","508"
"8247","CLI6347","Universidade Pública","390","B","522"
"8248","CLI6348","Escola Secundária","336","C","505"
"8249","CLI6349","Escola Secundária","352","D","526"
"8250","CLI6350","Escola Fundamental","378","A","508"
"8251","CLI6351","Universidade Pública","401","C","522"
"8252","CLI6352","Escola Fundamental","310","D","518"
"8253","CLI6353","Universidade Pública","374","C","517"
"8254","CLI6354","Universidade Pública","451","D","521"
"8255","CLI6355","Universidade Pública","480","B","532"
"8256","CLI6356","Universidade Privada","495","B","521"
"8257","CLI6357","Escola Secundária","385","B","501"
"8258","CLI6358","Escola Secundária","424","C","518"
"8259","CLI6359","Universidade Privada","301","B","525"
"8260","CLI6360","Escola Secundária","448","C","516"
"8261","CLI6361","Universidade Privada","379","B","511"
"8262","CLI6362","Escola Fundamental","436","D","505"
"8263","CLI6363","Universidade Pública","493","B","523"
"8264","CLI6364","Escola Secundária","394","A","507"
"8265","CLI6365","Escola Fundamental","422","D","522"
"8266","CLI6366","Escola Secundária","500","C","514"
"8267","CLI6367","Universidade Pública","470","C","528"
"8268","CLI6368","Universidade Pública","407","D","518"
"8269","CLI6369","Universidade Privada","398","A","530"
"8270","CLI6370","Universidade Pública","364","A","512"
"8271","CLI6371","Universidade Privada","379","C","523"
"8272","CLI6372","Universidade Privada","370","D","505"
"8273","CLI6373","Universidade Pública","355","C","515"
"8274","CLI6374","Escola Fundamental","329","A","523"
"8275","CLI6375","Universidade Privada","326","B","515"
"8276","CLI6376","Escola Secundária","483","C","515"
"8277","CLI6377","Escola Secundária","387","B","526"
"8278","CLI6378","Universidade Pública","398","D","518"
"8279","CLI6379","Escola Secundária","414","A","508"
"8280","CLI6380","Escola Fundamental","361","D","522"
"8281","CLI6381","Escola Fundamental","399","C","530"
"8282","CLI6382","Escola Fundamental","479","B","517"
"8283","CLI6383","Universidade Pública","400","C","528"
"8284","CLI6384","Escola Fundamental","324","C","511"
"8285","CLI6385","Universidade Pública","412","D","502"
"8286","CLI6386","Universidade Privada","447","C","511"
"8287","CLI6387","Escola Fundamental","309","C","520"
"8288","CLI6388","Escola Fundamental","353","A","532"
"8289","CLI6389","Universidade Privada","444","D","516"
"8290","CLI6390","Universidade Privada","497","B","519"
"8291","CLI6391","Escola Fundamental","463","C","526"
"8292","CLI6392","Escola Secundária","436","A","520"
"8293","CLI6393","Escola Secundária","328","D","525"
"8294","CLI6394","Universidade Privada","416","A","506"
"8295","CLI6395","Escola Fundamental","395","A","519"
"8296","CLI6396","Escola Fundamental","497","C","525"
"8297","CLI6397","Universidade Pública","456","D","503"
"8298","CLI6398","Escola Secundária","437","B","528"
"8299","CLI6399","Escola Secundária","458","D","502"
"8300","CLI6400","Escola Fundamental","464","D","514"
"8301","CLI6401","Escola Fundamental","408","D","526"
"8302","CLI6402","Escola Secundária","433","B","501"
"8303","CLI6403","Universidade Pública","301","C","520"
"8304","CLI6404","Universidade Pública","450","B","533"
"8305","CLI6405","Universidade Pública","493","A","519"
"8306","CLI6406","Universidade Pública","402","B","515"
"8307","CLI6407","Universidade Privada","422","D","526"
"8308","CLI6408","Universidade Privada","483","B","529"
"8309","CLI6409","Universidade Privada","392","A","500"
"8310","CLI6410","Escola Fundamental","456","A","532"
"8311","CLI6411","Universidade Privada","428","C","526"
"8312","CLI6412","Universidade Pública","309","A","510"
"8313","CLI6413","Escola Fundamental","327","D","501"
"8314","CLI6414","Universidade Pública","351","A","517"
"8315","CLI6415","Escola Fundamental","383","B","505"
"8316","CLI6416","Universidade Privada","440","D","511"
"8317","CLI6417","Universidade Pública","431","C","505"
"8318","CLI6418","Escola Fundamental","368","C","506"
"8319","CLI6419","Universidade Privada","332","C","530"
"8320","CLI6420","Escola Secundária","304","B","518"
"8321","CLI6421","Escola Fundamental","409","D","525"
"8322","CLI6422","Universidade Privada","432","C","503"
"8323","CLI6423","Escola Secundária","401","B","504"
"8324","CLI6424","Universidade Pública","358","C","514"
"8325","CLI6425","Universidade Privada","437","D","506"
"8326","CLI6426","Escola Fundamental","355","A","516"
"8327","CLI6427","Universidade Privada","337","D","524"
"8328","CLI6428","Universidade Privada","389","A","508"
"8329","CLI6429","Universidade Privada","371","C","515"
"8330","CLI6430","Escola Fundamental","487","A","532"
"8331","CLI6431","Escola Fundamental","353","D","528"
"8332","CLI6432","Escola Fundamental","460","C","516"
"8333","CLI6433","Universidade Privada","340","A","530"
"8334","CLI6434","Escola Fundamental","412","B","504"
"8335","CLI6435","Universidade Privada","391","A","530"
"8336","CLI6436","Escola Fundamental","387","D","505"
"8337","CLI6437","Universidade Privada","315","C","506"
"8338","CLI6438","Escola Secundária","417","A","517"
"8339","CLI6439","Escola Secundária","383","D","523"
"8340","CLI6440","Universidade Privada","411","D","509"
"8341","CLI6441","Escola Secundária","438","A","507"
"8342","CLI6442","Universidade Pública","379","D","521"
"8343","CLI6443","Universidade Pública","467","D","529"
"8344","CLI6444","Universidade Pública","343","A","530"
"8345","CLI6445","Escola Secundária","406","A","527"
"8346","CLI6446","Escola Secundária","408","B","522"
"8347","CLI6447","Universidade Pública","360","A","501"
"8348","CLI6448","Escola Fundamental","324","D","520"
"8349","CLI6449","Escola Fundamental","498","A","512"
"8350","CLI6450","Escola Fundamental","398","A","529"
"8351","CLI6451","Escola Secundária","406","B","506"
"8352","CLI6452","Escola Secundária","321","A","508"
"8353","CLI6453","Escola Fundamental","398","C","515"
"8354","CLI6454","Universidade Pública","377","D","509"
"8355","CLI6455","Universidade Pública","428","C","524"
"8356","CLI6456","Escola Fundamental","323","A","523"
"8357","CLI6457","Escola Fundamental","473","B","503"
"8358","CLI6458","Universidade Privada","361","A","501"
"8359","CLI6459","Universidade Pública","465","B","533"
"8360","CLI6460","Escola Secundária","461","A","517"
"8361","CLI6461","Universidade Privada","309","D","503"
"8362","CLI6462","Escola Fundamental","498","A","502"
"8363","CLI6463","Universidade Pública","322","C","530"
"8364","CLI6464","Universidade Privada","477","D","518"
"8365","CLI6465","Universidade Pública","332","D","528"
"8366","CLI6466","Universidade Privada","431","C","521"
"8367","CLI6467","Escola Secundária","321","A","514"
"8368","CLI6468","Universidade Privada","450","B","500"
"8369","CLI6469","Escola Fundamental","433","A","523"
"8370","CLI6470","Escola Secundária","318","C","506"
"8371","CLI6471","Escola Fundamental","317","C","515"
"8372","CLI6472","Escola Fundamental","379","C","526"
"8373","CLI6473","Universidade Pública","364","D","529"
"8374","CLI6474","Escola Fundamental","449","C","519"
"8375","CLI6475","Universidade Pública","304","A","525"
"8376","CLI6476","Escola Fundamental","389","B","508"
"8377","CLI6477","Escola Secundária","449","D","502"
"8378","CLI6478","Universidade Privada","322","A","510"
"8379","CLI6479","Escola Fundamental","300","C","518"
"8380","CLI6480","Universidade Pública","405","D","525"
"8381","CLI6481","Escola Secundária","435","A","528"
"8382","CLI6482","Universidade Pública","477","B","515"
"8383","CLI6483","Universidade Pública","397","D","511"
"8384","CLI6484","Escola Secundária","417","D","511"
"8385","CLI6485","Escola Fundamental","388","B","510"
"8386","CLI6486","Universidade Privada","360","B","524"
"8387","CLI6487","Universidade Pública","487","B","514"
"8388","CLI6488","Escola Fundamental","432","D","519"
"8389","CLI6489","Escola Secundária","380","A","528"
"8390","CLI6490","Universidade Pública","362","C","507"
"8391","CLI6491","Escola Fundamental","337","B","525"
"8392","CLI6492","Universidade Privada","301","A","500"
"8393","CLI6493","Escola Secundária","496","B","531"
"8394","CLI6494","Escola Fundamental","480","D","528"
"8395","CLI6495","Escola Secundária","300","C","531"
"8396","CLI6496","Escola Fundamental","322","D","530"
"8397","CLI6497","Escola Fundamental","444","D","500"
"8398","CLI6498","Universidade Privada","492","B","526"
"8399","CLI6499","Universidade Privada","437","A","522"
"8400","CLI6500","Escola Secundária","321","B","516"
"8401","CLI6501","Escola Secundária","360","D","511"
"8402","CLI6502","Escola Fundamental","490","B","530"
"8403","CLI6503","Escola Fundamental","334","B","518"
"8404","CLI6504","Escola Fundamental","485","C","532"
"8405","CLI6505","Universidade Pública","390","B","504"
"8406","CLI6506","Universidade Pública","416","B","525"
"8407","CLI6507","Escola Secundária","351","C","506"
"8408","CLI6508","Universidade Pública","346","B","508"
"8409","CLI6509","Escola Fundamental","396","C","522"
"8410","CLI6510","Universidade Pública","482","C","510"
"8411","CLI6511","Universidade Privada","459","C","523"
"8412","CLI6512","Universidade Privada","302","C","526"
"8413","CLI6513","Universidade Pública","301","C","523"
"8414","CLI6514","Escola Secundária","478","A","505"
"8415","CLI6515","Escola Secundária","326","A","523"
"8416","CLI6516","Universidade Pública","430","A","502"
"8417","CLI6517","Universidade Pública","465","C","503"
"8418","CLI6518","Universidade Privada","414","C","530"
"8419","CLI6519","Universidade Privada","448","D","517"
"8420","CLI6520","Escola Secundária","484","D","518"
"8421","CLI6521","Universidade Privada","403","D","519"
"8422","CLI6522","Universidade Privada","459","B","512"
"8423","CLI6523","Universidade Pública","492","A","527"
"8424","CLI6524","Universidade Pública","498","C","508"
"8425","CLI6525","Universidade Privada","447","A","525"
"8426","CLI6526","Escola Fundamental","432","D","531"
"8427","CLI6527","Universidade Privada","386","B","512"
"8428","CLI6528","Universidade Pública","426","A","527"
"8429","CLI6529","Universidade Privada","476","A","527"
"8430","CLI6530","Escola Fundamental","386","D","505"
"8431","CLI6531","Escola Fundamental","360","D","508"
"8432","CLI6532","Escola Fundamental","433","D","523"
"8433","CLI6533","Universidade Privada","410","D","518"
"8434","CLI6534","Universidade Pública","390","D","530"
"8435","CLI6535","Universidade Privada","402","B","523"
"8436","CLI6536","Escola Fundamental","329","C","512"
"8437","CLI6537","Universidade Pública","326","D","529"
"8438","CLI6538","Universidade Privada","438","B","511"
"8439","CLI6539","Escola Secundária","304","B","503"
"8440","CLI6540","Escola Secundária","318","C","500"
"8441","CLI6541","Escola Secundária","485","D","533"
"8442","CLI6542","Escola Fundamental","374","B","522"
"8443","CLI6543","Escola Fundamental","300","A","525"
"8444","CLI6544","Universidade Privada","346","D","506"
"8445","CLI6545","Escola Fundamental","460","A","500"
"8446","CLI6546","Universidade Privada","416","B","521"
"8447","CLI6547","Universidade Pública","488","A","501"
"8448","CLI6548","Universidade Privada","366","B","528"
"8449","CLI6549","Universidade Pública","338","D","514"
"8450","CLI6550","Escola Secundária","428","A","524"
"8451","CLI6551","Universidade Pública","308","C","516"
"8452","CLI6552","Universidade Privada","435","B","520"
"8453","CLI6553","Universidade Privada","376","B","515"
"8454","CLI6554","Universidade Privada","330","A","521"
"8455","CLI6555","Universidade Privada","369","C","524"
"8456","CLI6556","Escola Secundária","347","A","517"
"8457","CLI6557","Universidade Pública","379","C","512"
"8458","CLI6558","Escola Secundária","487","D","529"
"8459","CLI6559","Escola Fundamental","420","B","523"
"8460","CLI6560","Universidade Privada","441","C","533"
"8461","CLI6561","Universidade Pública","448","D","500"
"8462","CLI6562","Universidade Pública","370","A","512"
"8463","CLI6563","Escola Fundamental","327","C","518"
"8464","CLI6564","Escola Fundamental","343","C","511"
"8465","CLI6565","Universidade Pública","488","A","518"
"8466","CLI6566","Universidade Privada","458","C","504"
"8467","CLI6567","Universidade Privada","499","D","503"
"8468","CLI6568","Escola Secundária","432","C","514"
"8469","CLI6569","Escola Secundária","404","D","520"
"8470","CLI6570","Escola Secundária","397","A","522"
"8471","CLI6571","Escola Fundamental","498","A","533"
"8472","CLI6572","Universidade Privada","427","B","518"
"8473","CLI6573","Escola Secundária","408","D","519"
"8474","CLI6574","Universidade Pública","408","C","503"
"8475","CLI6575","Escola Secundária","395","A","527"
"8476","CLI6576","Universidade Pública","332","C","527"
"8477","CLI6577","Universidade Pública","412","D","526"
"8478","CLI6578","Universidade Privada","440","D","529"
"8479","CLI6579","Universidade Privada","497","D","501"
"8480","CLI6580","Universidade Pública","459","B","516"
"8481","CLI6581","Universidade Pública","408","B","529"
"8482","CLI6582","Universidade Pública","406","A","507"
"8483","CLI6583","Universidade Privada","344","D","510"
"8484","CLI6584","Universidade Privada","347","B","500"
"8485","CLI6585","Escola Secundária","336","A","504"
"8486","CLI6586","Universidade Pública","420","C","503"
"8487","CLI6587","Escola Fundamental","366","B","533"
"8488","CLI6588","Escola Fundamental","320","B","502"
"8489","CLI6589","Universidade Pública","494","B","501"
"8490","CLI6590","Escola Secundária","393","B","506"
"8491","CLI6591","Escola Secundária","310","B","523"
"8492","CLI6592","Escola Fundamental","314","C","521"
"8493","CLI6593","Universidade Privada","356","A","516"
"8494","CLI6594","Escola Secundária","304","A","520"
"8495","CLI6595","Escola Secundária","305","C","521"
"8496","CLI6596","Universidade Pública","333","C","506"
"8497","CLI6597","Escola Secundária","384","B","527"
"8498","CLI6598","Universidade Privada","450","A","532"
"8499","CLI6599","Escola Fundamental","450","D","523"
"8500","CLI6600","Universidade Privada","449","C","511"
"8501","CLI6601","Escola Fundamental","349","C","516"
"8502","CLI6602","Universidade Pública","427","C","505"
"8503","CLI6603","Escola Fundamental","346","B","522"
"8504","CLI6604","Universidade Pública","324","A","517"
"8505","CLI6605","Universidade Pública","344","B","525"
"8506","CLI6606","Escola Secundária","357","D","512"
"8507","CLI6607","Escola Secundária","342","A","517"
"8508","CLI6608","Escola Secundária","361","B","506"
"8509","CLI6609","Escola Fundamental","482","D","505"
"8510","CLI6610","Universidade Pública","400","D","510"
"8511","CLI6611","Universidade Privada","368","A","521"
"8512","CLI6612","Universidade Pública","358","B","518"
"8513","CLI6613","Universidade Pública","500","D","506"
"8514","CLI6614","Universidade Pública","461","D","501"
"8515","CLI6615","Escola Secundária","353","B","520"
"8516","CLI6616","Universidade Privada","339","C","503"
"8517","CLI6617","Escola Fundamental","357","C","501"
"8518","CLI6618","Universidade Pública","334","C","509"
"8519","CLI6619","Universidade Privada","326","D","511"
"8520","CLI6620","Universidade Privada","496","D","502"
"8521","CLI6621","Universidade Privada","303","C","531"
"8522","CLI6622","Universidade Pública","316","B","513"
"8523","CLI6623","Universidade Privada","307","C","522"
"8524","CLI6624","Universidade Pública","302","B","505"
"8525","CLI6625","Universidade Pública","482","A","518"
"8526","CLI6626","Escola Fundamental","460","B","522"
"8527","CLI6627","Escola Fundamental","342","C","508"
"8528","CLI6628","Universidade Privada","468","B","513"
"8529","CLI6629","Universidade Privada","316","C","520"
"8530","CLI6630","Escola Fundamental","439","A","506"
"8531","CLI6631","Universidade Privada","475","B","524"
"8532","CLI6632","Universidade Pública","488","D","525"
"8533","CLI6633","Universidade Privada","317","D","527"
"8534","CLI6634","Universidade Pública","487","B","500"
"8535","CLI6635","Universidade Privada","303","A","501"
"8536","CLI6636","Escola Fundamental","379","C","528"
"8537","CLI6637","Universidade Pública","384","D","520"
"8538","CLI6638","Escola Fundamental","366","C","519"
"8539","CLI6639","Escola Secundária","470","C","523"
"8540","CLI6640","Escola Fundamental","407","B","510"
"8541","CLI6641","Escola Secundária","358","D","524"
"8542","CLI6642","Escola Secundária","315","D","532"
"8543","CLI6643","Escola Secundária","408","D","511"
"8544","CLI6644","Universidade Privada","426","A","525"
"8545","CLI6645","Escola Secundária","436","C","527"
"8546","CLI6646","Escola Fundamental","330","B","514"
"8547","CLI6647","Escola Secundária","480","B","502"
"8548","CLI6648","Universidade Privada","375","B","516"
"8549","CLI6649","Escola Secundária","499","C","514"
"8550","CLI6650","Escola Fundamental","480","C","505"
"8551","CLI6651","Escola Fundamental","427","D","503"
"8552","CLI6652","Universidade Privada","453","D","505"
"8553","CLI6653","Universidade Privada","476","A","522"
"8554","CLI6654","Universidade Pública","448","D","527"
"8555","CLI6655","Universidade Privada","430","A","529"
"8556","CLI6656","Universidade Pública","483","A","517"
"8557","CLI6657","Universidade Pública","406","D","502"
"8558","CLI6658","Escola Fundamental","480","D","506"
"8559","CLI6659","Universidade Privada","483","A","532"
"8560","CLI6660","Universidade Pública","484","C","530"
"8561","CLI6661","Universidade Privada","453","A","529"
"8562","CLI6662","Escola Secundária","449","C","506"
"8563","CLI6663","Universidade Pública","493","C","512"
"8564","CLI6664","Escola Fundamental","307","D","515"
"8565","CLI6665","Universidade Pública","489","D","521"
"8566","CLI6666","Escola Fundamental","388","D","501"
"8567","CLI6667","Universidade Pública","435","A","520"
"8568","CLI6668","Universidade Privada","484","B","509"
"8569","CLI6669","Universidade Privada","492","C","501"
"8570","CLI6670","Escola Secundária","359","C","506"
"8571","CLI6671","Universidade Privada","404","B","528"
"8572","CLI6672","Escola Fundamental","431","D","503"
"8573","CLI6673","Universidade Privada","429","B","532"
"8574","CLI6674","Universidade Pública","361","C","531"
"8575","CLI6675","Universidade Privada","417","B","513"
"8576","CLI6676","Escola Secundária","424","A","512"
"8577","CLI6677","Universidade Privada","497","A","502"
"8578","CLI6678","Escola Secundária","373","B","522"
"8579","CLI6679","Universidade Privada","416","B","502"
"8580","CLI6680","Universidade Privada","387","A","532"
"8581","CLI6681","Universidade Privada","364","A","525"
"8582","CLI6682","Escola Secundária","381","D","529"
"8583","CLI6683","Universidade Privada","418","A","509"
"8584","CLI6684","Escola Secundária","425","C","514"
"8585","CLI6685","Universidade Privada","347","C","524"
"8586","CLI6686","Universidade Pública","420","A","502"
"8587","CLI6687","Escola Fundamental","374","C","519"
"8588","CLI6688","Universidade Privada","376","C","518"
"8589","CLI6689","Escola Secundária","495","C","516"
"8590","CLI6690","Universidade Pública","427","D","533"
"8591","CLI6691","Universidade Pública","320","B","503"
"8592","CLI6692","Escola Fundamental","457","D","521"
"8593","CLI6693","Escola Secundária","404","D","515"
"8594","CLI6694","Universidade Privada","314","C","503"
"8595","CLI6695","Escola Secundária","494","C","530"
"8596","CLI6696","Escola Secundária","424","C","519"
"8597","CLI6697","Universidade Privada","350","B","511"
"8598","CLI6698","Escola Secundária","411","C","528"
"8599","CLI6699","Universidade Pública","449","D","502"
"8600","CLI6700","Universidade Pública","460","D","529"
"8601","CLI6701","Escola Secundária","346","B","522"
"8602","CLI6702","Escola Fundamental","466","A","533"
"8603","CLI6703","Escola Secundária","459","B","530"
"8604","CLI6704","Universidade Pública","477","A","503"
"8605","CLI6705","Escola Secundária","462","B","513"
"8606","CLI6706","Escola Secundária","493","D","503"
"8607","CLI6707","Universidade Pública","392","B","517"
"8608","CLI6708","Universidade Pública","406","D","500"
"8609","CLI6709","Universidade Pública","474","A","510"
"8610","CLI6710","Escola Fundamental","439","C","506"
"8611","CLI6711","Universidade Pública","443","C","529"
"8612","CLI6712","Universidade Privada","412","A","510"
"8613","CLI6713","Universidade Privada","357","A","527"
"8614","CLI6714","Universidade Pública","375","C","511"
"8615","CLI6715","Escola Secundária","464","A","528"
"8616","CLI6716","Escola Secundária","382","C","510"
"8617","CLI6717","Escola Fundamental","395","D","507"
"8618","CLI6718","Universidade Privada","465","D","518"
"8619","CLI6719","Escola Secundária","307","C","515"
"8620","CLI6720","Universidade Pública","443","B","505"
"8621","CLI6721","Escola Secundária","438","B","501"
"8622","CLI6722","Universidade Pública","340","B","503"
"8623","CLI6723","Escola Secundária","396","C","517"
"8624","CLI6724","Escola Fundamental","404","B","531"
"8625","CLI6725","Escola Fundamental","384","C","508"
"8626","CLI6726","Escola Fundamental","318","D","519"
"8627","CLI6727","Escola Secundária","423","D","522"
"8628","CLI6728","Universidade Pública","364","B","518"
"8629","CLI6729","Escola Fundamental","487","C","515"
"8630","CLI6730","Universidade Pública","309","C","515"
"8631","CLI6731","Universidade Pública","321","D","501"
"8632","CLI6732","Escola Fundamental","495","B","528"
"8633","CLI6733","Universidade Privada","394","D","516"
"8634","CLI6734","Universidade Privada","481","A","504"
"8635","CLI6735","Escola Fundamental","338","B","502"
"8636","CLI6736","Universidade Pública","407","B","530"
"8637","CLI6737","Universidade Pública","338","D","512"
"8638","CLI6738","Universidade Pública","483","B","502"
"8639","CLI6739","Universidade Privada","447","A","503"
"8640","CLI6740","Universidade Privada","335","B","508"
"8641","CLI6741","Universidade Pública","361","A","532"
"8642","CLI6742","Universidade Pública","372","D","509"
"8643","CLI6743","Universidade Pública","444","B","533"
"8644","CLI6744","Universidade Privada","489","C","514"
"8645","CLI6745","Escola Secundária","317","A","525"
"8646","CLI6746","Universidade Privada","373","C","529"
"8647","CLI6747","Escola Secundária","437","C","516"
"8648","CLI6748","Universidade Privada","403","C","526"
"8649","CLI6749","Universidade Privada","464","B","514"
"8650","CLI6750","Escola Secundária","451","C","509"
"8651","CLI6751","Universidade Privada","445","C","515"
"8652","CLI6752","Escola Secundária","353","C","514"
"8653","CLI6753","Universidade Pública","406","B","524"
"8654","CLI6754","Universidade Pública","395","A","521"
"8655","CLI6755","Escola Secundária","451","B","516"
"8656","CLI6756","Universidade Privada","490","C","513"
"8657","CLI6757","Universidade Privada","485","A","531"
"8658","CLI6758","Universidade Privada","441","D","514"
"8659","CLI6759","Escola Fundamental","377","C","520"
"8660","CLI6760","Universidade Privada","310","A","520"
"8661","CLI6761","Universidade Privada","443","D","502"
"8662","CLI6762","Escola Fundamental","302","C","504"
"8663","CLI6763","Universidade Privada","312","C","533"
"8664","CLI6764","Universidade Pública","494","D","524"
"8665","CLI6765","Escola Fundamental","457","C","525"
"8666","CLI6766","Escola Fundamental","391","D","520"
"8667","CLI6767","Universidade Pública","351","C","504"
"8668","CLI6768","Universidade Pública","308","C","500"
"8669","CLI6769","Escola Fundamental","430","B","523"
"8670","CLI6770","Escola Secundária","447","B","509"
"8671","CLI6771","Universidade Pública","343","D","533"
"8672","CLI6772","Escola Secundária","434","B","504"
"8673","CLI6773","Escola Secundária","315","D","510"
"8674","CLI6774","Universidade Privada","342","D","531"
"8675","CLI6775","Escola Fundamental","438","B","531"
"8676","CLI6776","Escola Secundária","358","D","516"
"8677","CLI6777","Universidade Privada","457","D","514"
"8678","CLI6778","Escola Fundamental","482","C","530"
"8679","CLI6779","Escola Secundária","323","B","533"
"8680","CLI6780","Escola Fundamental","409","C","505"
"8681","CLI6781","Universidade Privada","454","D","531"
"8682","CLI6782","Escola Secundária","344","D","519"
"8683","CLI6783","Universidade Privada","325","D","526"
"8684","CLI6784","Escola Fundamental","422","D","500"
"8685","CLI6785","Universidade Privada","352","A","513"
"8686","CLI6786","Universidade Privada","491","C","531"
"8687","CLI6787","Escola Secundária","497","A","509"
"8688","CLI6788","Universidade Privada","424","D","530"
"8689","CLI6789","Universidade Pública","360","D","516"
"8690","CLI6790","Escola Fundamental","364","A","531"
"8691","CLI6791","Universidade Privada","485","D","504"
"8692","CLI6792","Universidade Pública","379","D","509"
"8693","CLI6793","Escola Secundária","445","B","529"
"8694","CLI6794","Universidade Privada","420","D","522"
"8695","CLI6795","Universidade Pública","340","B","512"
"8696","CLI6796","Escola Secundária","343","B","515"
"8697","CLI6797","Escola Fundamental","494","B","531"
"8698","CLI6798","Escola Secundária","480","B","516"
"8699","CLI6799","Escola Fundamental","302","C","520"
"8700","CLI6800","Universidade Privada","480","D","501"
"8701","CLI6801","Universidade Pública","359","A","513"
"8702","CLI6802","Universidade Privada","493","B","524"
"8703","CLI6803","Universidade Privada","325","C","520"
"8704","CLI6804","Escola Secundária","480","D","515"
"8705","CLI6805","Universidade Privada","351","B","524"
"8706","CLI6806","Universidade Privada","323","A","530"
"8707","CLI6807","Universidade Pública","339","B","512"
"8708","CLI6808","Universidade Pública","417","C","502"
"8709","CLI6809","Universidade Privada","400","C","530"
"8710","CLI6810","Escola Fundamental","313","D","516"
"8711","CLI6811","Escola Fundamental","310","B","517"
"8712","CLI6812","Universidade Privada","349","C","517"
"8713","CLI6813","Escola Fundamental","389","D","518"
"8714","CLI6814","Escola Secundária","336","D","500"
"8715","CLI6815","Universidade Pública","300","D","500"
"8716","CLI6816","Escola Secundária","482","C","509"
"8717","CLI6817","Universidade Pública","490","D","517"
"8718","CLI6818","Escola Fundamental","427","D","500"
"8719","CLI6819","Universidade Privada","361","C","524"
"8720","CLI6820","Universidade Privada","456","B","510"
"8721","CLI6821","Escola Secundária","367","D","513"
"8722","CLI6822","Escola Fundamental","476","C","508"
"8723","CLI6823","Escola Secundária","424","A","532"
"8724","CLI6824","Universidade Pública","387","D","501"
"8725","CLI6825","Escola Fundamental","440","A","508"
"8726","CLI6826","Universidade Pública","464","B","530"
"8727","CLI6827","Escola Fundamental","498","A","515"
"8728","CLI6828","Universidade Privada","500","D","518"
"8729","CLI6829","Escola Secundária","483","C","504"
"8730","CLI6830","Universidade Pública","377","C","532"
"8731","CLI6831","Universidade Privada","466","D","528"
"8732","CLI6832","Universidade Pública","454","B","527"
"8733","CLI6833","Universidade Pública","499","D","516"
"8734","CLI6834","Universidade Pública","421","A","508"
"8735","CLI6835","Universidade Pública","385","D","501"
"8736","CLI6836","Universidade Pública","368","D","519"
"8737","CLI6837","Escola Secundária","410","A","505"
"8738","CLI6838","Universidade Pública","461","A","501"
"8739","CLI6839","Escola Fundamental","332","C","531"
"8740","CLI6840","Escola Secundária","375","D","521"
"8741","CLI6841","Escola Secundária","483","D","524"
"8742","CLI6842","Escola Fundamental","499","C","531"
"8743","CLI6843","Escola Fundamental","349","C","513"
"8744","CLI6844","Universidade Privada","384","C","509"
"8745","CLI6845","Universidade Privada","372","C","510"
"8746","CLI6846","Escola Fundamental","353","C","523"
"8747","CLI6847","Universidade Pública","445","C","525"
"8748","CLI6848","Universidade Pública","461","D","527"
"8749","CLI6849","Universidade Privada","446","D","519"
"8750","CLI6850","Universidade Privada","392","D","512"
"8751","CLI6851","Universidade Pública","484","B","509"
"8752","CLI6852","Escola Secundária","367","B","512"
"8753","CLI6853","Escola Secundária","409","C","531"
"8754","CLI6854","Escola Secundária","312","B","523"
"8755","CLI6855","Universidade Pública","382","B","514"
"8756","CLI6856","Universidade Privada","387","C","509"
"8757","CLI6857","Universidade Privada","327","D","509"
"8758","CLI6858","Escola Secundária","447","C","531"
"8759","CLI6859","Escola Secundária","404","C","523"
"8760","CLI6860","Universidade Pública","311","D","529"
"8761","CLI6861","Escola Secundária","324","A","523"
"8762","CLI6862","Universidade Pública","353","B","502"
"8763","CLI6863","Universidade Pública","482","C","526"
"8764","CLI6864","Escola Secundária","418","C","503"
"8765","CLI6865","Universidade Pública","389","A","532"
"8766","CLI6866","Escola Secundária","339","C","516"
"8767","CLI6867","Escola Secundária","486","B","514"
